date,model,horizon,forecast,actual
2010-12-01,AR(1) on YoY,12,-0.008541025228615193,-0.0021916798558082227
2010-12-01,AR_lags,12,-8.573505336489061e-05,-0.0021916798558082227
2010-12-01,AR+_lags,12,-0.004118973862335968,-0.0021916798558082227
2010-12-01,AR_ranks,12,-0.028875743166204303,-0.0021916798558082227
2011-01-01,RW,12,-0.06460761812857967,0.005296780334762552
2011-01-01,AR(1) on YoY,12,-0.009440088180368407,0.005296780334762552
2011-01-01,AR_lags,12,-0.008393458672239517,0.005296780334762552
2011-01-01,AR+_lags,12,-0.009678641492168858,0.005296780334762552
2011-01-01,AR_ranks,12,-0.02212051662873029,0.005296780334762552
2011-02-01,RW,12,-0.06836940290624316,0.015271161577778969
2011-02-01,AR(1) on YoY,12,-0.010239311262105007,0.015271161577778969
2011-02-01,AR_lags,12,-0.004262735890218101,0.015271161577778969
2011-02-01,AR+_lags,12,-0.007700409964586912,0.015271161577778969
2011-02-01,AR_ranks,12,-0.02310995208542539,0.015271161577778969
2011-03-01,RW,12,-0.04393810175983651,0.027973682260558814
2011-03-01,AR(1) on YoY,12,-0.00933945649636936,0.027973682260558814
2011-03-01,AR_lags,12,-0.0076280657552207625,0.027973682260558814
2011-03-01,AR+_lags,12,-0.009051774745030284,0.027973682260558814
2011-03-01,AR_ranks,12,-0.02350168010962468,0.027973682260558814
2011-04-01,RW,12,-0.03565967031834797,0.001080598195916475
2011-04-01,AR(1) on YoY,12,-0.009115218057469772,0.001080598195916475
2011-04-01,AR_lags,12,-0.0024814522338129042,0.001080598195916475
2011-04-01,AR+_lags,12,-0.003824542774925089,0.001080598195916475
2011-04-01,AR_ranks,12,-0.018739349337507368,0.001080598195916475
2011-05-01,RW,12,-0.023549995253905703,-0.008315972816563821
2011-05-01,AR(1) on YoY,12,-0.008542632278917904,-0.008315972816563821
2011-05-01,AR_lags,12,-0.006878123660539643,-0.008315972816563821
2011-05-01,AR+_lags,12,-0.00953607083392112,-0.008315972816563821
2011-05-01,AR_ranks,12,-0.018681326800265068,-0.008315972816563821
2011-06-01,RW,12,-0.01870571579534926,-0.015162764403594172
2011-06-01,AR(1) on YoY,12,-0.008321357495292949,-0.015162764403594172
2011-06-01,AR_lags,12,-0.002190632125992198,-0.015162764403594172
2011-06-01,AR+_lags,12,-0.004211746068001165,-0.015162764403594172
2011-06-01,AR_ranks,12,-0.018589729327182735,-0.015162764403594172
2011-07-01,RW,12,0.007024749803348958,-0.029293529940255247
2011-07-01,AR(1) on YoY,12,-0.006802534280152695,-0.029293529940255247
